Time(s):	R.Med. Gastro(μV):	R.Tib.Ant.(μV):	R.Rectus Fem.(μV):	R.Biceps Fem.(μV):
0.059000	 -23.666400	 102.520800	 -10.977200	 -82.177700	 
0.059500	 -18.631000	 98.391700	 -9.567300	 -80.767800	 
0.060000	 -21.350100	 83.889800	 -11.480700	 -76.034500	 
0.060500	 -21.148700	 65.560900	 -12.286400	 -79.962200	 
0.061000	 -19.033800	 38.470500	 -8.459500	 -72.207600	 
0.061500	 -21.350100	 21.450800	 -3.927600	 -69.085700	 
0.062000	 -21.752900	 -1.611300	 -5.236800	 -62.237500	 
0.062500	 -24.572800	 -26.989700	 -1.309200	 -65.560900	 
0.063000	 -18.530300	 -45.822100	 -4.129000	 -65.963700	 
0.063500	 -16.314700	 -73.718300	 -2.114900	 -66.265900	 
0.064000	 -14.602700	 -114.102200	 -9.768700	 -64.755200	 
0.064500	 -20.443700	 -162.643400	 -4.229700	 -61.532600	 
0.065000	 -13.293500	 -191.546600	 -2.114900	 -56.497200	 
0.065500	 -18.933100	 -244.317600	 0.000000	 -53.878800	 
0.066000	 -18.933100	 -305.246000	 -2.618400	 -52.771000	 
0.066500	 -25.781200	 -350.665300	 -8.862300	 -46.929900	 
0.067000	 -29.608200	 -345.529200	 -2.517700	 -37.765500	 
0.067500	 -30.514500	 -364.563000	 -3.826900	 -37.262000	 
0.068000	 -25.479100	 -388.632200	 1.107800	 -29.708900	 
0.068500	 -22.357200	 -410.385100	 3.222700	 -32.226600	 
0.069000	 -21.954300	 -422.872900	 2.014200	 -25.378400	 
0.069500	 -20.745800	 -457.012900	 2.014200	 -25.781200	 
0.070000	 -25.680500	 -439.288300	 2.215600	 -22.256500	 
0.070500	 -28.701800	 -423.477200	 0.000000	 -20.544400	 
0.071000	 -27.493300	 -435.662800	 -0.201400	 -15.005500	 
0.071500	 -31.622300	 -474.435400	 3.927600	 -15.710400	 
0.072000	 -33.334400	 -443.014500	 -2.417000	 -9.768700	 
0.072500	 -28.903200	 -404.040500	 2.417000	 -2.920500	 
0.073000	 -34.140000	 -365.469400	 2.215600	 -5.035400	 
0.073500	 -29.104600	 -333.645600	 -1.409900	 2.417000	 
0.074000	 -28.198200	 -305.548100	 -0.201400	 -3.726200	 
0.074500	 -31.823700	 -283.593800	 1.409900	 3.121900	 
0.075000	 -25.378400	 -262.747200	 2.719100	 7.653800	 
0.075500	 -26.486200	 -237.771600	 8.358800	 12.085000	 
0.076000	 -29.406700	 -223.168900	 5.438200	 3.524800	 
0.076500	 -34.643600	 -201.113900	 3.726200	 8.963000	 
0.077000	 -31.219500	 -180.468800	 7.955900	 9.164400	 
0.077500	 -30.816700	 -168.585200	 10.171500	 10.876500	 
0.078000	 -31.420900	 -158.514400	 11.581400	 13.293500	 
0.078500	 -26.385500	 -148.342900	 15.811200	 18.328900	 
0.079000	 -31.521600	 -135.150100	 13.394200	 18.832400	 
0.079500	 -35.247800	 -122.662400	 12.185700	 25.579800	 
0.080000	 -35.348500	 -113.900800	 16.113300	 25.277700	 
0.080500	 -33.334400	 -100.204500	 12.991300	 30.917400	 
0.081000	 -28.097500	 -96.176100	 7.351700	 33.132900	 
0.081500	 -32.730100	 -87.817400	 11.480700	 29.003900	 
0.082000	 -35.449200	 -81.674200	 8.157300	 34.845000	 
0.082500	 -37.362700	 -74.020400	 4.632600	 37.362700	 
0.083000	 -27.392600	 -65.158100	 0.805700	 39.276100	 
0.083500	 -33.132900	 -61.331200	 0.906400	 41.189600	 
0.084000	 -31.018100	 -55.288700	 -1.309200	 35.650600	 
0.084500	 -29.608200	 -49.850500	 -9.466600	 36.557000	 
0.085000	 -30.011000	 -43.103000	 -5.236800	 40.182500	 
0.085500	 -30.313100	 -38.369800	 -8.761600	 43.203700	 
0.086000	 -25.076300	 -39.175400	 -3.927600	 37.966900	 
0.086500	 -25.076300	 -31.219500	 -5.941800	 40.383900	 
0.087000	 -14.602700	 -36.758400	 -6.243900	 38.873300	 
0.087500	 -10.171500	 -35.147100	 -2.819800	 46.929900	 
0.088000	 -13.696300	 -29.104600	 -4.531900	 45.822100	 
0.088500	 -10.574300	 -33.132900	 1.812700	 44.110100	 
0.089000	 -14.099100	 -33.938600	 -2.417000	 40.786700	 
0.089500	 -9.768700	 -37.564100	 -0.100700	 45.016500	 
0.090000	 -9.869400	 -36.254900	 -5.639600	 46.124300	 
0.090500	 -10.473600	 -37.060500	 -0.100700	 49.346900	 
0.091000	 -12.085000	 -39.175400	 -3.524800	 50.152600	 
0.091500	 -17.724600	 -38.772600	 -6.445300	 53.778100	 
0.092000	 -18.731700	 -41.491700	 -7.452400	 52.972400	 
0.092500	 -18.228100	 -48.037700	 -0.402800	 56.698600	 
0.093000	 -22.961400	 -47.131300	 -6.848100	 53.778100	 
0.093500	 -23.867800	 -52.468900	 -5.740400	 50.555400	 
0.094000	 -21.853600	 -72.610500	 -6.948900	 49.145500	 
0.094500	 -9.365800	 -86.911000	 -8.963000	 47.030600	 
0.095000	 -15.307600	 -98.492400	 -9.567300	 39.276100	 
0.095500	 -17.120400	 -110.678100	 -9.567300	 36.355600	 
0.096000	 -4.028300	 -116.519200	 -6.344600	 32.025100	 
0.096500	 -0.705000	 -127.496300	 -12.387100	 30.111700	 
0.097000	 10.473600	 -138.876300	 -9.466600	 24.169900	 
0.097500	 3.021200	 -142.703200	 -17.724600	 34.140000	 
0.098000	 -1.208500	 -152.270500	 -8.660900	 33.435100	 
0.098500	 -1.107800	 -155.291700	 -3.625500	 38.671900	 
0.099000	 -0.805700	 -168.081700	 -9.869400	 37.564100	 
0.099500	 -2.719100	 -179.864500	 0.604200	 36.758400	 
0.100000	 -9.869400	 -189.935300	 -2.819800	 40.988200	 
0.100500	 -7.754500	 -201.013200	 0.201400	 45.318600	 
0.101000	 -8.560200	 -207.659900	 2.114900	 39.981100	 
0.101500	 -6.646700	 -221.154800	 4.330400	 42.800900	 
0.102000	 -8.157300	 -226.492300	 3.726200	 41.189600	 
0.102500	 -5.740400	 -240.289300	 1.712000	 39.679000	 
0.103000	 -4.129000	 -253.985600	 8.963000	 35.952800	 
0.103500	 0.000000	 -254.690600	 6.243900	 38.369800	 
0.104000	 -4.733300	 -260.934400	 3.424100	 39.477500	 
0.104500	 4.028300	 -263.250700	 2.215600	 36.456300	 
0.105000	 0.402800	 -271.609500	 -1.309200	 34.945700	 
0.105500	 2.517700	 -283.190900	 5.236800	 35.549900	 
0.106000	 4.431200	 -285.104400	 17.221100	 40.484600	 
0.106500	 0.100700	 -294.268800	 20.745800	 39.578200	 
0.107000	 -1.007100	 -304.943800	 12.789900	 36.959800	 
0.107500	 -4.330400	 -309.878500	 19.134500	 39.679000	 
0.108000	 -6.445300	 -314.511100	 8.963000	 36.254900	 
0.108500	 -0.805700	 -324.783300	 6.344600	 32.730100	 
0.109000	 3.222700	 -330.423000	 2.014200	 26.385500	 
0.109500	 4.431200	 -333.645600	 5.538900	 29.104600	 
0.110000	 8.056600	 -339.587400	 5.337500	 26.385500	 
0.110500	 9.869400	 -349.960300	 2.417000	 24.069200	 
0.111000	 7.553100	 -348.550400	 -1.208500	 24.270600	 
0.111500	 7.452400	 -347.442600	 0.000000	 24.572800	 
0.112000	 8.459500	 -347.241200	 3.323400	 29.205300	 
0.112500	 11.682100	 -350.866700	 1.409900	 28.299000	 
0.113000	 9.869400	 -341.400100	 2.618400	 29.205300	 
0.113500	 8.358800	 -332.034300	 2.618400	 22.860700	 
0.114000	 7.150300	 -310.382100	 -4.028300	 22.760000	 
0.114500	 9.466600	 -286.816400	 0.805700	 26.586900	 
0.115000	 13.092000	 -273.623700	 1.208500	 28.500400	 
0.115500	 21.249400	 -259.826700	 2.819800	 28.299000	 
0.116000	 30.615200	 -250.561500	 2.517700	 25.680500	 
0.116500	 30.917400	 -243.914800	 8.258100	 23.465000	 
0.117000	 29.104600	 -235.858200	 10.675000	 25.177000	 
0.117500	 26.284800	 -230.419900	 13.394200	 21.249400	 
0.118000	 14.099100	 -222.564700	 12.387100	 19.134500	 
0.118500	 7.452400	 -210.882600	 12.085000	 15.609700	 
0.119000	 -5.841100	 -204.034400	 11.682100	 22.155800	 
0.119500	 -6.344600	 -196.078500	 13.494900	 18.530300	 
0.120000	 -7.553100	 -180.972300	 13.092000	 14.502000	 
0.120500	 -2.819800	 -174.426300	 3.726200	 15.811200	 
0.121000	 0.705000	 -156.903100	 3.524800	 13.897700	 
0.121500	 -9.063700	 -145.523100	 -0.805700	 18.328900	 
0.122000	 -4.531900	 -134.646600	 3.222700	 16.516100	 
0.122500	 1.913500	 -119.741800	 6.445300	 15.408300	 
0.123000	 7.351700	 -111.886600	 9.466600	 19.738800	 
0.123500	 17.221100	 -110.275300	 7.553100	 13.092000	 
0.124000	 16.818200	 -107.254000	 11.380000	 13.394200	 
0.124500	 8.258100	 -95.269800	 11.883500	 14.401200	 
0.125000	 12.185700	 -93.960600	 10.272200	 15.911900	 
0.125500	 14.300500	 -89.831500	 0.201400	 14.804100	 
0.126000	 8.560200	 -84.796100	 3.121900	 14.703400	 
0.126500	 -6.143200	 -89.831500	 6.143200	 13.192700	 
0.127000	 -6.948900	 -79.458600	 -0.906400	 14.199800	 
0.127500	 -10.272200	 -78.451500	 0.906400	 15.609700	 
0.128000	 -15.307600	 -70.495600	 1.913500	 11.380000	 
0.128500	 -15.206900	 -61.633300	 3.424100	 15.509000	 
0.129000	 -18.127400	 -56.597900	 -0.604200	 15.509000	 
0.129500	 -10.977200	 -51.864600	 1.611300	 13.998400	 
0.130000	 -18.731700	 -49.044800	 9.668000	 11.782800	 
0.130500	 -18.832400	 -40.585300	 2.517700	 14.804100	 
0.131000	 -9.869400	 -27.795400	 -1.409900	 13.696300	 
0.131500	 -14.502000	 -20.040900	 -0.503500	 17.019700	 
0.132000	 -12.487800	 -14.099100	 0.302100	 16.415400	 
0.132500	 -20.141600	 -9.265100	 2.316300	 12.487800	 
0.133000	 -8.056600	 6.646700	 -3.323400	 12.487800	 
0.133500	 -8.963000	 16.918900	 2.114900	 13.595600	 
0.134000	 -10.675000	 16.113300	 1.611300	 11.984300	 
0.134500	 -13.595600	 16.717500	 6.747400	 16.113300	 
0.135000	 -13.595600	 28.802500	 1.913500	 11.782800	 
0.135500	 -14.602700	 31.219500	 1.812700	 11.581400	 
0.136000	 -14.401200	 44.512900	 0.302100	 14.199800	 
0.136500	 -15.811200	 47.634900	 0.402800	 12.487800	 
0.137000	 -20.846600	 56.497200	 1.913500	 10.574300	 
0.137500	 -16.516100	 57.806400	 2.819800	 8.560200	 
0.138000	 -11.883500	 67.474400	 1.107800	 7.754500	 
0.138500	 -11.782800	 66.668700	 0.000000	 5.639600	 
0.139000	 -12.588500	 68.985000	 1.309200	 0.906400	 
0.139500	 -14.401200	 69.287100	 5.538900	 2.316300	 
0.140000	 -17.523200	 72.006200	 2.920500	 -4.733300	 
0.140500	 -18.731700	 70.596300	 1.409900	 0.201400	 
0.141000	 -17.422500	 79.559300	 3.121900	 3.726200	 
0.141500	 -18.127400	 77.444500	 -1.913500	 -2.417000	 
0.142000	 -19.940200	 87.616000	 -3.524800	 -7.351700	 
0.142500	 -25.177000	 86.911000	 0.402800	 -12.789900	 
0.143000	 -28.097500	 91.241500	 -0.705000	 -7.351700	 
0.143500	 -24.572800	 91.241500	 2.517700	 -8.761600	 
0.144000	 -20.443700	 98.693800	 1.309200	 -11.883500	 
0.144500	 -13.696300	 105.340600	 -0.604200	 -6.243900	 
0.145000	 -10.473600	 109.167500	 -0.100700	 -18.328900	 
0.145500	 -8.056600	 113.900800	 2.215600	 -13.394200	 
0.146000	 -12.588500	 118.432600	 0.705000	 -15.609700	 
0.146500	 -9.063700	 115.008500	 2.014200	 -18.731700	 
0.147000	 -9.869400	 114.303600	 6.445300	 -13.998400	 
0.147500	 -7.150300	 110.980200	 6.546000	 -15.106200	 
0.148000	 -4.834000	 113.800000	 2.114900	 -18.832400	 
0.148500	 -4.733300	 113.195800	 2.417000	 -21.652200	 
0.149000	 6.747400	 108.160400	 4.934700	 -19.235200	 
0.149500	 2.417000	 105.944800	 2.920500	 -20.443700	 
0.150000	 3.826900	 107.153300	 -1.510600	 -25.982700	 
0.150500	 1.812700	 105.542000	 -0.503500	 -25.680500	 
0.151000	 -4.028300	 107.656900	 5.337500	 -23.666400	 
0.151500	 -1.611300	 100.003100	 6.143200	 -23.565700	 
0.152000	 -7.754500	 100.808700	 3.021200	 -22.357200	 
0.152500	 -14.099100	 96.276900	 -0.604200	 -21.551500	 
0.153000	 -13.897700	 96.579000	 3.524800	 -22.558600	 
0.153500	 -10.473600	 91.845700	 2.316300	 -21.048000	 
0.154000	 -0.604200	 88.723800	 1.611300	 -16.012600	 
0.154500	 9.365800	 91.845700	 2.819800	 -19.033800	 
0.155000	 0.201400	 94.363400	 0.705000	 -20.745800	 
0.155500	 -3.323400	 82.077000	 0.201400	 -18.832400	 
0.156000	 -0.201400	 70.999100	 1.611300	 -19.134500	 
0.156500	 -3.222700	 68.179300	 0.805700	 -17.019700	 
0.157000	 -4.733300	 63.043200	 -1.913500	 -20.141600	 
0.157500	 3.927600	 54.785200	 -2.114900	 -22.961400	 
0.158000	 23.364300	 63.949600	 -1.309200	 -20.141600	 
0.158500	 43.505900	 65.560900	 1.712000	 -19.033800	 
0.159000	 51.260400	 78.552200	 3.625500	 -17.523200	 
0.159500	 46.929900	 83.990500	 -3.121900	 -17.724600	 
0.160000	 45.922900	 71.099900	 1.208500	 -20.645100	 
0.160500	 51.260400	 77.243000	 -1.409900	 -18.328900	 
0.161000	 49.346900	 72.811900	 -6.243900	 -21.551500	 
0.161500	 64.956700	 70.697000	 -6.747400	 -17.120400	 
0.162000	 78.753700	 59.317000	 -1.510600	 -17.523200	 
0.162500	 97.586100	 54.483000	 1.208500	 -9.768700	 
0.163000	 125.079300	 54.986600	 -1.107800	 -9.063700	 
0.163500	 132.028200	 58.712800	 -3.323400	 -12.588500	 
0.164000	 117.123400	 62.942500	 -6.445300	 -9.466600	 
0.164500	 77.948000	 55.792200	 -4.531900	 -12.588500	 
0.165000	 39.880400	 41.894500	 -4.934700	 -17.926000	 
0.165500	 50.857500	 23.062100	 -7.855200	 -11.782800	 
0.166000	 62.640400	 16.113300	 0.604200	 -12.487800	 
0.166500	 44.009400	 -3.121900	 -0.503500	 -12.991300	 
0.167000	 17.825300	 -3.927600	 0.100700	 -8.862300	 
0.167500	 10.070800	 -4.129000	 -2.719100	 -14.904800	 
0.168000	 16.214000	 -9.768700	 -0.604200	 -19.638100	 
0.168500	 32.428000	 -11.984300	 -2.618400	 -14.703400	 
0.169000	 47.937000	 -17.825300	 -0.604200	 -13.897700	 
0.169500	 55.590800	 -23.062100	 0.402800	 -9.869400	 
0.170000	 44.815100	 -30.615200	 -5.035400	 -10.171500	 
0.170500	 10.372900	 -42.901600	 -4.229700	 -12.991300	 
0.171000	 -47.232100	 -45.117200	 -0.402800	 -14.401200	 
0.171500	 -96.377600	 -47.131300	 1.409900	 -8.660900	 
0.172000	 -110.577400	 -38.974000	 0.402800	 -6.546000	 
0.172500	 -88.220200	 -35.147100	 -1.007100	 -5.941800	 
0.173000	 -65.863000	 -38.974000	 -3.121900	 -7.553100	 
0.173500	 -73.114000	 -34.039300	 -1.913500	 -4.229700	 
0.174000	 -73.416100	 -33.837900	 -3.726200	 0.201400	 
0.174500	 -77.243000	 -43.103000	 0.201400	 -0.705000	 
0.175000	 -64.453100	 -49.548300	 -1.409900	 1.409900	 
0.175500	 -56.295800	 -60.223400	 -7.150300	 0.000000	 
0.176000	 -43.505900	 -64.352400	 -5.236800	 -2.316300	 
0.176500	 -42.700200	 -61.734000	 -5.035400	 -3.323400	 
0.177000	 -33.233600	 -57.907100	 -4.431200	 -3.726200	 
0.177500	 -35.348500	 -59.216300	 -7.452400	 -1.107800	 
0.178000	 -25.882000	 -59.719800	 -3.121900	 -3.424100	 
0.178500	 -24.169900	 -63.446000	 -3.726200	 0.604200	 
0.179000	 -13.595600	 -62.237500	 -4.733300	 -3.524800	 
0.179500	 1.409900	 -64.553800	 -6.243900	 -0.805700	 
0.180000	 9.063700	 -68.682900	 -0.906400	 -4.834000	 
0.180500	 22.457900	 -73.013300	 2.819800	 -1.309200	 
0.181000	 20.745800	 -73.214700	 -2.417000	 3.121900	 
0.181500	 17.623900	 -81.875600	 -2.316300	 3.524800	 
0.182000	 15.710400	 -84.796100	 2.417000	 8.157300	 
0.182500	 15.005500	 -84.191900	 -0.604200	 6.646700	 
0.183000	 27.896100	 -87.515300	 -4.632600	 -1.611300	 
0.183500	 52.166700	 -83.789100	 -0.906400	 5.841100	 
0.184000	 80.667100	 -88.220200	 -3.726200	 9.265100	 
0.184500	 135.653700	 -87.213100	 1.107800	 12.185700	 
0.185000	 175.332600	 -92.752100	 2.517700	 12.991300	 
0.185500	 204.336500	 -88.119500	 -1.812700	 9.164400	 
0.186000	 218.838500	 -89.932300	 -0.705000	 5.941800	 
0.186500	 245.324700	 -89.328000	 -2.920500	 -0.906400	 
0.187000	 273.220800	 -90.033000	 -2.014200	 -0.100700	 
0.187500	 303.433200	 -91.140700	 -4.431200	 5.136100	 
0.188000	 253.985600	 -91.241500	 -1.309200	 3.121900	 
0.188500	 133.639500	 -83.285500	 -3.424100	 6.445300	 
0.189000	 69.992100	 -81.674200	 -3.927600	 15.408300	 
0.189500	 8.056600	 -81.674200	 -3.323400	 15.106200	 
0.190000	 -38.067600	 -80.868500	 0.805700	 13.696300	 
0.190500	 -35.852100	 -76.638800	 -4.129000	 16.717500	 
0.191000	 -15.609700	 -72.409100	 -1.812700	 10.977200	 
0.191500	 -103.628500	 -64.755200	 -5.941800	 11.984300	 
0.192000	 -211.990400	 -62.439000	 -1.409900	 6.042500	 
0.192500	 -221.557600	 -65.258800	 -1.208500	 8.560200	 
0.193000	 -162.542700	 -64.956700	 -3.121900	 8.358800	 
0.193500	 -149.450700	 -65.359500	 -1.712000	 11.380000	 
0.194000	 -154.284700	 -60.928300	 -2.719100	 13.293500	 
0.194500	 -134.344500	 -56.295800	 -3.524800	 16.415400	 
0.195000	 -108.865400	 -51.260400	 -4.733300	 10.675000	 
0.195500	 -76.940900	 -43.908700	 -2.819800	 10.675000	 
0.196000	 -63.345300	 -40.383900	 -2.014200	 14.401200	 
0.196500	 -53.073100	 -34.140000	 -2.920500	 7.049600	 
0.197000	 -45.016500	 -24.169900	 -2.215600	 3.625500	 
0.197500	 -41.491700	 -23.968500	 -6.042500	 9.365800	 
0.198000	 -43.304400	 -19.537400	 -4.229700	 11.077900	 
0.198500	 -51.763900	 -15.408300	 0.906400	 10.473600	 
0.199000	 -64.553800	 -17.321800	 3.927600	 11.178600	 
0.199500	 -80.062900	 -13.595600	 0.402800	 5.841100	 
0.200000	 -97.586100	 -14.502000	 0.000000	 9.164400	 
0.200500	 -103.125000	 -9.164400	 1.611300	 5.941800	 
0.201000	 -93.859900	 -8.560200	 -1.309200	 3.222700	 
0.201500	 -79.962200	 -0.100700	 -1.309200	 5.337500	 
0.202000	 -67.977900	 -1.208500	 -2.920500	 3.424100	 
0.202500	 -55.792200	 7.553100	 -7.553100	 -0.402800	 
0.203000	 -51.562500	 7.049600	 0.705000	 0.302100	 
0.203500	 -42.398100	 9.768700	 -1.812700	 0.302100	 
0.204000	 -34.140000	 7.553100	 -3.927600	 2.819800	 
0.204500	 -27.291900	 17.926000	 -0.503500	 6.243900	 
0.205000	 -25.982700	 18.631000	 -0.503500	 -3.222700	 
0.205500	 -25.277700	 14.904800	 -1.611300	 2.316300	 
0.206000	 -19.738800	 12.789900	 3.222700	 -0.705000	 
0.206500	 -18.228100	 10.775800	 1.309200	 0.100700	 
0.207000	 -14.703400	 12.689200	 -3.323400	 -2.114900	 
0.207500	 -13.797000	 12.689200	 2.417000	 -0.805700	 
0.208000	 -13.696300	 17.724600	 -3.625500	 4.632600	 
