Time(s):	R.Med. Gastro(μV):	R.Tib.Ant.(μV):	R.Rectus Fem.(μV):	R.Biceps Fem.(μV):
0.074500	 -11.279300	 51.864600	 -201.919600	 8.258100	 
0.075000	 -6.445300	 -8.056600	 -279.867600	 7.553100	 
0.075500	 -3.826900	 -43.304400	 -401.019300	 8.157300	 
0.076000	 -0.201400	 -64.251700	 -513.913000	 16.415400	 
0.076500	 -1.409900	 -75.732400	 -621.167000	 16.516100	 
0.077000	 -1.208500	 -92.953500	 -671.621700	 15.005500	 
0.077500	 -5.236800	 -90.939300	 -966.897600	 5.740400	 
0.078000	 -8.258100	 -67.977900	 -1239.413500	 -1.409900	 
0.078500	 -12.286400	 -37.966900	 -1336.999500	 21.652200	 
0.079000	 -6.848100	 -41.189600	 -1258.145100	 40.283200	 
0.079500	 -12.286400	 -67.474400	 -1064.181500	 43.908700	 
0.080000	 -16.113300	 -82.479900	 -782.904100	 45.016500	 
0.080500	 -17.724600	 -100.204500	 -421.966600	 34.744300	 
0.081000	 -15.710400	 -137.768600	 -172.714200	 31.723000	 
0.081500	 -12.689200	 -150.357100	 -22.357200	 23.364300	 
0.082000	 -10.473600	 -140.487700	 -3.323400	 -32.528700	 
0.082500	 -3.927600	 -131.323200	 -311.087000	 -48.541300	 
0.083000	 0.402800	 -91.342200	 -600.219700	 -24.472000	 
0.083500	 14.904800	 -31.219500	 -823.992900	 8.157300	 
0.084000	 31.924400	 -3.524800	 -690.051300	 30.715900	 
0.084500	 57.202100	 10.070800	 -302.829000	 53.576700	 
0.085000	 70.898400	 23.465000	 230.722000	 68.985000	 
0.085500	 80.163600	 20.343000	 1019.668600	 73.617600	 
0.086000	 79.861500	 30.011000	 1642.446900	 76.236000	 
0.086500	 90.637200	 13.998400	 1741.946400	 66.970800	 
0.087000	 96.981800	 -10.876500	 1460.568200	 22.357200	 
0.087500	 88.119500	 -44.009400	 1193.994100	 -79.458600	 
0.088000	 70.999100	 -59.518400	 1045.752000	 -152.471900	 
0.088500	 64.151000	 -61.029100	 870.318600	 -133.941700	 
0.089000	 66.668700	 -52.871700	 702.035500	 -106.649800	 
0.089500	 59.820600	 -26.687600	 667.794800	 -75.128200	 
0.090000	 55.188000	 -21.752900	 756.820700	 -42.095900	 
0.090500	 45.016500	 -36.758400	 820.367400	 -9.970100	 
0.091000	 25.781200	 -40.283200	 793.780500	 13.998400	 
0.091500	 1.309200	 -9.365800	 781.393400	 23.666400	 
0.092000	 -21.249400	 16.113300	 755.310100	 24.069200	 
0.092500	 -41.592400	 30.313100	 583.099400	 30.816700	 
0.093000	 -43.505900	 35.650600	 312.799100	 43.002300	 
0.093500	 -40.686000	 30.212400	 46.426400	 52.267500	 
0.094000	 -40.887500	 -13.293500	 -89.529400	 47.634900	 
0.094500	 -50.354000	 -50.656100	 -110.778800	 15.710400	 
0.095000	 -55.389400	 -126.489300	 -57.705700	 -47.433500	 
0.095500	 -55.288700	 -206.552100	 4.934700	 -78.955100	 
0.096000	 -47.131300	 -271.810900	 67.575100	 -71.502700	 
0.096500	 -46.124300	 -241.095000	 169.793700	 -42.095900	 
0.097000	 -41.995200	 -153.680400	 250.259400	 -28.601100	 
0.097500	 -33.535800	 -66.870100	 211.486800	 -26.889000	 
0.098000	 -29.708900	 -4.229700	 123.568700	 -25.378400	 
0.098500	 -18.127400	 32.931500	 -0.805700	 -23.364300	 
0.099000	 -14.703400	 51.059000	 -103.225700	 -21.752900	 
0.099500	 -5.538900	 36.053500	 -158.313000	 -24.371300	 
0.100000	 4.330400	 41.189600	 -192.050200	 -17.321800	 
0.100500	 5.841100	 92.047100	 -242.807000	 -23.767100	 
0.101000	 3.424100	 155.795300	 -278.659100	 -27.996800	 
0.101500	 4.330400	 242.605600	 -240.893600	 -31.118800	 
0.102000	 4.834000	 270.803800	 -188.525400	 -23.162800	 
0.102500	 5.236800	 218.133500	 -185.907000	 -31.622300	 
0.103000	 14.300500	 130.517600	 -222.866800	 -23.565700	 
0.103500	 16.818200	 62.036100	 -246.835300	 -26.586900	 
0.104000	 9.668000	 6.948900	 -243.612700	 -25.680500	 
0.104500	 -2.618400	 -66.064500	 -228.607200	 -30.715900	 
0.105000	 -11.279300	 -162.542700	 -186.511200	 -30.816700	 
0.105500	 -15.710400	 -203.329500	 -146.630900	 -28.399700	 
0.106000	 -22.256500	 -184.295700	 -132.934600	 -22.558600	 
0.106500	 -19.235200	 -139.984100	 -113.296500	 -8.056600	 
0.107000	 -18.731700	 -99.398800	 -92.047100	 6.747400	 
0.107500	 -15.609700	 -67.675800	 -83.184800	 12.487800	 
0.108000	 -16.616800	 -40.182500	 -94.766200	 11.682100	 
0.108500	 -17.321800	 -27.996800	 -141.394000	 8.862300	 
0.109000	 -17.825300	 -20.544400	 -216.119400	 5.740400	 
0.109500	 -12.991300	 -17.724600	 -271.810900	 -6.243900	 
0.110000	 -11.480700	 -1.611300	 -327.200300	 -28.299000	 
0.110500	 -15.206900	 0.402800	 -440.094000	 -48.239100	 
0.111000	 -14.804100	 -0.503500	 -744.332900	 -51.461800	 
0.111500	 -18.228100	 3.927600	 -928.024300	 -48.339800	 
0.112000	 -19.839500	 3.726200	 -921.478300	 -40.988200	 
0.112500	 -22.760000	 -11.178600	 -795.694000	 -29.507400	 
0.113000	 -24.572800	 -14.904800	 -609.082000	 -29.708900	 
0.113500	 -22.961400	 -12.286400	 -337.069700	 -16.818200	 
0.114000	 -17.724600	 -3.424100	 -86.911000	 -5.538900	 
0.114500	 -6.445300	 -4.229700	 124.676500	 -0.604200	 
0.115000	 -1.812700	 -22.760000	 382.791100	 0.302100	 
0.115500	 9.869400	 -22.961400	 563.058500	 -3.021200	 
0.116000	 28.601100	 -7.452400	 611.196900	 1.309200	 
0.116500	 40.283200	 -3.424100	 659.939600	 20.141600	 
0.117000	 46.929900	 -4.129000	 608.880600	 41.793800	 
0.117500	 45.117200	 0.503500	 507.870500	 48.440600	 
0.118000	 37.161300	 -2.417000	 418.139600	 30.917400	 
0.118500	 37.966900	 -5.538900	 356.204200	 7.553100	 
0.119000	 46.426400	 -7.251000	 349.054000	 -17.321800	 
0.119500	 51.461800	 -9.164400	 343.615700	 -45.016500	 
0.120000	 55.087300	 -15.911900	 300.714100	 -45.721400	 
0.120500	 50.756800	 -25.982700	 232.836900	 -32.931500	 
0.121000	 52.468900	 -21.551500	 164.859000	 -15.911900	 
0.121500	 52.166700	 -5.438200	 154.989600	 -12.789900	 
0.122000	 44.009400	 24.572800	 157.406600	 -5.740400	 
0.122500	 36.456300	 47.735600	 124.374400	 -7.251000	 
0.123000	 24.874900	 55.490100	 87.112400	 -10.171500	 
0.123500	 11.178600	 54.180900	 48.642000	 -10.574300	 
0.124000	 6.243900	 39.679000	 3.826900	 -14.602700	 
0.124500	 3.625500	 19.738800	 -20.040900	 -9.970100	 
0.125000	 0.302100	 1.309200	 -27.392600	 -5.438200	 
0.125500	 -10.272200	 -15.307600	 -36.859100	 -0.805700	 
0.126000	 -16.818200	 -27.896100	 -51.461800	 -6.747400	 
0.126500	 -19.738800	 -10.977200	 -77.343800	 -5.035400	 
0.127000	 -15.609700	 -26.586900	 -100.808700	 -0.604200	 
0.127500	 -16.717500	 -72.711200	 -111.483800	 3.424100	 
0.128000	 -21.450800	 -110.476700	 -143.005400	 9.768700	 
0.128500	 -12.286400	 -118.432600	 -207.458500	 10.372900	 
0.129000	 -3.625500	 -99.600200	 -343.817100	 -4.632600	 
0.129500	 -4.834000	 -90.033000	 -544.628900	 -5.136100	 
0.130000	 -8.258100	 -70.294200	 -689.144900	 -4.028300	 
0.130500	 -2.920500	 -39.578200	 -758.935500	 -3.625500	 
0.131000	 -5.740400	 1.107800	 -782.199100	 -5.740400	 
0.131500	 -3.826900	 20.141600	 -788.644400	 -4.431200	 
0.132000	 -3.424100	 6.646700	 -751.785300	 6.143200	 
0.132500	 1.913500	 3.222700	 -627.310200	 17.120400	 
0.133000	 10.675000	 15.509000	 -387.222300	 18.127400	 
0.133500	 20.544400	 55.590800	 -107.254000	 21.853600	 
0.134000	 22.659300	 73.516800	 52.066000	 24.975600	 
0.134500	 32.931500	 69.790600	 181.576500	 34.442100	 
0.135000	 44.512900	 40.484600	 136.056500	 23.666400	 
0.135500	 48.642000	 7.351700	 -94.363400	 20.141600	 
0.136000	 45.016500	 -41.391000	 -106.649800	 27.493300	 
0.136500	 39.477500	 -64.453100	 32.226600	 33.737200	 
0.137000	 24.774200	 -86.407500	 136.257900	 44.915800	 
0.137500	 9.365800	 -96.579000	 94.162000	 44.714400	 
0.138000	 -1.208500	 -101.010100	 154.184000	 33.032200	 
0.138500	 -1.208500	 -116.317700	 323.776200	 23.666400	 
0.139000	 -4.934700	 -98.693800	 695.690900	 31.219500	 
0.139500	 -4.229700	 -67.776500	 962.768600	 37.060500	 
0.140000	 -9.466600	 -40.383900	 1034.674100	 37.060500	 
0.140500	 -5.639600	 -6.948900	 1016.647300	 36.859100	 
0.141000	 -5.639600	 7.754500	 917.047100	 28.601100	 
0.141500	 -10.473600	 9.668000	 772.128300	 29.306000	 
0.142000	 -13.797000	 13.394200	 638.287400	 5.538900	 
0.142500	 -3.323400	 19.738800	 464.062500	 -22.659300	 
0.143000	 -4.229700	 51.562500	 252.475000	 -38.671900	 
0.143500	 -19.839500	 76.840200	 92.248500	 -32.125900	 
0.144000	 -19.235200	 98.089600	 19.638100	 -34.744300	 
0.144500	 -25.378400	 93.960600	 0.100700	 -32.125900	 
0.145000	 -16.918900	 78.250100	 12.487800	 -22.055100	 
0.145500	 -13.092000	 67.373700	 28.701800	 -7.049600	 
0.146000	 -17.422500	 55.590800	 29.306000	 -1.913500	 
0.146500	 -14.300500	 33.938600	 24.874900	 11.581400	 
0.147000	 -7.150300	 21.551500	 8.258100	 17.926000	 
0.147500	 -7.754500	 14.199800	 0.201400	 45.721400	 
0.148000	 -9.164400	 -7.150300	 -2.316300	 60.324100	 
0.148500	 -4.733300	 -15.005500	 -19.638100	 71.200600	 
0.149000	 1.208500	 24.572800	 -30.715900	 73.819000	 
0.149500	 3.323400	 57.806400	 -38.269000	 78.048700	 
0.150000	 6.747400	 71.402000	 -61.129800	 65.762300	 
0.150500	 1.611300	 56.497200	 -69.689900	 53.677400	 
0.151000	 3.424100	 31.823700	 -75.128200	 52.771000	 
0.151500	 6.042500	 15.509000	 -76.034500	 23.465000	 
0.152000	 1.107800	 10.775800	 -79.559300	 -49.548300	 
0.152500	 -1.409900	 34.240700	 -85.400400	 -87.817400	 
0.153000	 -4.431200	 54.785200	 -73.919700	 -106.549100	 
0.153500	 1.007100	 77.545200	 -72.509800	 -80.767800	 
0.154000	 -2.618400	 66.265900	 -80.767800	 -32.226600	 
0.154500	 -3.625500	 28.701800	 -98.190300	 13.494900	 
0.155000	 -1.913500	 22.457900	 -106.045500	 32.730100	 
0.155500	 1.007100	 19.940200	 -117.123400	 20.745800	 
0.156000	 1.611300	 29.205300	 -129.107700	 -9.164400	 
0.156500	 0.100700	 24.975600	 -153.881800	 -52.569600	 
0.157000	 -1.913500	 28.399700	 -185.403400	 -91.745000	 
0.157500	 -4.330400	 115.109300	 -226.693700	 -83.084100	 
0.158000	 -10.171500	 222.967500	 -265.667700	 -58.914200	 
0.158500	 0.302100	 254.489100	 -294.268800	 -33.938600	 
0.159000	 1.208500	 230.319200	 -389.337200	 -31.723000	 
0.159500	 7.150300	 228.103600	 -557.519500	 -28.198200	 
0.160000	 -2.719100	 231.326300	 -734.262100	 -25.277700	 
0.160500	 -6.546000	 204.940800	 -1118.563800	 -30.514500	 
0.161000	 -20.141600	 167.578100	 -1636.807300	 -24.371300	 
0.161500	 -2.618400	 164.859000	 -1957.864400	 -19.033800	 
0.162000	 14.602700	 132.632400	 -2196.844500	 -10.070800	 
0.162500	 13.595600	 84.695400	 -2315.881300	 -3.424100	 
0.163000	 14.401200	 48.339800	 -2146.893300	 -1.913500	 
0.163500	 11.077900	 2.618400	 -1702.166700	 -1.007100	 
0.164000	 7.855200	 -87.213100	 -989.556900	 10.574300	 
0.164500	 8.761600	 -148.040800	 -49.145500	 3.021200	 
0.165000	 4.834000	 -145.724500	 576.150500	 -3.121900	 
0.165500	 4.531900	 -150.357100	 803.750600	 -24.472000	 
0.166000	 15.811200	 -163.751200	 681.793200	 -30.212400	 
0.166500	 31.018100	 -183.590700	 445.935100	 -31.320200	 
0.167000	 55.590800	 -197.287000	 367.181400	 -34.341400	 
0.167500	 81.774900	 -201.516700	 579.876700	 -34.542800	 
0.168000	 107.656900	 -168.182400	 1030.947900	 -36.959800	 
0.168500	 108.865400	 -146.328700	 1332.064800	 -36.355600	 
0.169000	 72.006200	 -163.046300	 1537.408400	 -23.263500	 
0.169500	 23.666400	 -167.981000	 1748.593100	 -16.113300	 
0.170000	 12.991300	 -160.629300	 1907.913200	 -14.300500	 
0.170500	 4.431200	 -152.975500	 1734.896900	 -16.918900	 
0.171000	 27.896100	 -158.917200	 1412.530500	 -24.572800	 
0.171500	 31.219500	 -128.100600	 1111.816400	 -27.291900	 
0.172000	 17.926000	 -83.184800	 853.198200	 -30.514500	 
0.172500	 -0.503500	 -33.535800	 663.464400	 -32.226600	 
0.173000	 5.438200	 40.484600	 534.457400	 -33.435100	 
0.173500	 0.000000	 134.646600	 417.636100	 -30.615200	 
0.174000	 0.000000	 190.136700	 302.023300	 -20.846600	 
0.174500	 -0.805700	 205.041500	 231.930500	 -13.394200	 
0.175000	 -7.452400	 165.664700	 201.315300	 -6.747400	 
0.175500	 -18.631000	 122.863800	 172.512800	 -5.236800	 
0.176000	 -26.486200	 96.679700	 151.162700	 -3.222700	 
0.176500	 -41.088900	 48.843400	 126.590000	 -4.330400	 
0.177000	 -40.484600	 -21.652200	 99.398800	 -8.157300	 
0.177500	 -51.562500	 -98.693800	 69.287100	 -29.910300	 
0.178000	 -54.382300	 -182.180800	 36.657700	 -37.664800	 
0.178500	 -58.813500	 -226.794400	 5.236800	 -24.069200	 
0.179000	 -49.145500	 -181.677200	 -15.005500	 -15.609700	 
0.179500	 -44.613600	 -187.719700	 -39.981100	 -6.646700	 
0.180000	 -35.247800	 -239.785800	 -61.633300	 -0.503500	 
0.180500	 -28.198200	 -262.646500	 -81.069900	 2.517700	 
0.181000	 -21.853600	 -237.469500	 -100.506600	 -0.402800	 
0.181500	 -12.991300	 -160.931400	 -112.390100	 1.208500	 
0.182000	 -11.279300	 -49.548300	 -129.208400	 -4.028300	 
0.182500	 -13.092000	 32.226600	 -137.567100	 -17.422500	 
0.183000	 -9.466600	 63.446000	 -154.586800	 -33.938600	 
0.183500	 -5.941800	 40.081800	 -159.622200	 -53.274500	 
0.184000	 -2.014200	 -40.786700	 -152.874800	 -47.232100	 
0.184500	 -9.265100	 -176.944000	 -154.184000	 -34.442100	 
0.185000	 -5.136100	 -224.276700	 -178.656000	 -24.874900	 
0.185500	 9.265100	 -170.397900	 -203.732300	 -24.472000	 
0.186000	 19.537400	 -108.563200	 -195.776400	 -24.673500	 
0.186500	 26.385500	 -35.449200	 -175.936900	 -21.148700	 
0.187000	 17.221100	 22.760000	 -150.054900	 -20.645100	 
0.187500	 16.415400	 47.634900	 -112.893700	 -12.387100	 
0.188000	 10.272200	 67.675800	 -89.025900	 -6.143200	 
0.188500	 5.639600	 51.965300	 -89.529400	 8.963000	 
0.189000	 5.035400	 37.765500	 -103.225700	 26.083400	 
0.189500	 5.841100	 23.364300	 -102.420000	 30.313100	 
0.190000	 11.380000	 24.673500	 -96.377600	 29.809600	 
0.190500	 14.904800	 14.199800	 -90.033000	 22.155800	 
0.191000	 13.494900	 8.358800	 -80.465700	 15.911900	 
0.191500	 10.675000	 1.007100	 -76.336700	 16.717500	 
0.192000	 12.588500	 -7.955900	 -76.538100	 18.530300	 
0.192500	 10.272200	 -9.869400	 -80.667100	 23.162800	 
0.193000	 11.380000	 -16.918900	 -86.810300	 16.717500	 
0.193500	 6.344600	 -22.055100	 -93.557700	 27.392600	 
0.194000	 4.934700	 14.804100	 -77.948000	 30.313100	 
0.194500	 6.948900	 66.769400	 -51.059000	 40.585300	 
0.195000	 5.035400	 102.923600	 -29.809600	 42.196700	 
0.195500	 4.229700	 84.796100	 -25.781200	 32.830800	 
0.196000	 2.014200	 64.956700	 -19.638100	 28.399700	 
0.196500	 1.409900	 38.168300	 0.805700	 25.076300	 
0.197000	 3.927600	 32.931500	 -6.546000	 13.394200	 
0.197500	 1.309200	 45.016500	 -2.920500	 10.171500	 
0.198000	 -4.129000	 89.932300	 -12.387100	 -2.719100	 
0.198500	 -7.452400	 124.978600	 -5.136100	 5.538900	 
0.199000	 -13.394200	 145.925900	 6.546000	 9.668000	 
0.199500	 -14.904800	 87.213100	 11.984300	 21.853600	 
0.200000	 -19.134500	 -16.717500	 13.494900	 15.609700	 
0.200500	 -24.874900	 -97.082500	 -1.409900	 10.171500	 
0.201000	 -23.062100	 -80.566400	 -2.517700	 -1.611300	 
0.201500	 -20.947300	 26.687600	 -18.429600	 -16.314700	 
0.202000	 -18.731700	 100.003100	 -30.816700	 -16.012600	 
0.202500	 -22.256500	 86.105300	 -38.974000	 -11.984300	 
0.203000	 -22.055100	 27.392600	 -40.383900	 -8.056600	 
0.203500	 -22.055100	 5.337500	 -39.981100	 -0.402800	 
0.204000	 -28.701800	 5.035400	 -40.585300	 -1.208500	 
0.204500	 -34.341400	 27.996800	 -36.053500	 2.618400	 
0.205000	 -29.205300	 50.152600	 -41.693100	 -4.733300	 
0.205500	 -8.560200	 75.128200	 -48.138400	 -8.660900	 
0.206000	 5.740400	 71.905500	 -60.827600	 -13.595600	 
0.206500	 24.572800	 67.675800	 -78.149400	 -28.903200	 
0.207000	 34.341400	 65.158100	 -99.096700	 -35.852100	 
0.207500	 36.557000	 54.180900	 -105.844100	 -28.097500	 
0.208000	 31.823700	 53.073100	 -100.204500	 -31.219500	 
